clean_text,stemmed_text,lemmatized_text,sentiment
ahh d dahora vc conhecer alguem dai mundo conheco internet sp mto aleatorio roraima mato grosso pernambuco kkkkkk,ahh d dahor vc conhec algu dai mund conhec internet sp mto aleatori roraim mat gross pernambuc kkkkkk,ahh d dahora vc conhecer alguir dai mundo Conheco Internet sp mto aleatorio roraima mato grosso pernambuco kkkkkkr,1
ah nao conheco sorte,ah nao conhec sort,ah nao conheco sorte,1
mete processinho d,met processinh d,mete processinho d,1
triste demaissss realidade tao gente,trist demaissss realidad tao gent,tristir demaissss realidade tao gente,0
passou dnvo porra silenciei conta,pass dnvo porr silenc cont,passar dnvo porra silenciei contar,1
ja vou comecar outubro repouso ordens medicas vou filminhos terror acho vou thread pros vistos outubro,ja vou comec outubr repous ordens medic vou filminh terror acho vou thread pros vist outubr,ja ir comecar outubro repouso ordem medico ir filminho terror achar ir thread pro ver outubro,1
quase maratona pra chegar consulta pra descobrir medica voce chegar ngm avisou,quas maraton pra cheg consult pra descobr medic voc cheg ngm avis,quase maratona pra chegar consulta pra descobrir medicar voce chegar ngm avisar,1
adoro almocos marta sara,ador almoc mart sar,adorar almoco marta saro,1
poxa,pox,poxar,0
apartir comecou afetar prefiri desligar perdoes deixar voces mao pra ficou mim nao zuera gosto acontecendo fiquem deus semana,apart comec afet prefir deslig perdo deix voc mao pra fic mim nao zuer gost acontec fiqu deus seman,apartir comecar afetar prefiri desligar perdoes deixar voce mao pra ficar eu nao zuerar gosto acontecer ficar Deus semana,1
dia vida voce serio queria vc expressar linhas amor voce espero voce acima importo contigo interessa,dia vid voc seri quer vc express linh amor voc esper voc acim import contig interess,dia vida voce serio querer vc expressar linha amor voce esperar voce acima importo contigo interessar,0
conversar,convers,conversar,0
workshop design superficie formato imersao sabados exercicios projetos visao mercado melhores ofertas apresentamos trabalhar area,workshop design superfic format imersa sab exercici projet visa merc melhor ofert apresent trabalh are,Workshop design superficier formato imersao sabado exercicio projeto visaor mercado bom oferta apresentar trabalhar areo,1
facebook inteiro tema haddad foto perfil so p esperanca,facebook inteir tem haddad fot perfil so p esperanc,facebook inteiro tema haddad Foto perfil so p esperancar,0
golpe rasteiro cirilla,golp rasteir cirill,golpe rasteiro cirillar,0
queria,quer,querer,0
apartamento mobiliado alugar jose menino santos sp imudou especialista imoveis encontrou oportunidades busca apartamento mobiliado alugar jose menino santos sp ofertas preco,apart mobili alug jos menin sant sp imud especial imov encontr oportun busc apart mobili alug jos menin sant sp ofert prec,apartamento mobiliar alugar jose menino santo sp imudar especialista imovel encontrar oportunidades busca apartamento mobiliar alugar jose menino santo sp oferta preco,1
d,d,d,1
dia alguem poderia ajudar promocao insta simples so passar fc pessoal valido seguir pagina vou marcar so puder ajudar vou ficar grata so consegui comentar tres,dia algu pod ajud promoca insta simpl so pass fc pessoal val segu pagin vou marc so pud ajud vou fic grat so consegu coment tres,dia alguir poder ajudar promocao insta simples so passar fc pessoal valir seguir pagina ir marcar so puder ajudar ir ficar grato so conseguir comentar tr,0
respeito vtnc,respeit vtnc,respeito vtnc,1
comeco historia ja melhor canal xvideos ta cheio pra postar estrupo brinks,comec histor ja melhor canal xvid ta chei pra post estrup brinks,comeco historio ja bom canal xvideo ta cheio pra postar estrupo brinks,1
tava tirando print sms pai celular pra salvar drive nao perder caso estrague inventei lendo to tendo crise maravilhosa cuidado burra,tav tir print sms pai celul pra salv driv nao perd cas estrag invent lend to tend cris maravilh cuid burr,tar tirar print sms pai celular pra salvar drive nao perder caso estragar inventar ler to ter crise maravilhoso cuidado burrar,1
nao consigo desligar cabeca pra dormir fico rolando tls ors indignacao tirando sono dia dificil exaustivo so queria alguem dizendo esperanca vencer medo,nao consig deslig cabec pra dorm fic rol tls ors indignaca tir son dia dificil exaust so quer algu diz esperanc venc med,nao consigo desligar cabeca pra dormir fico rolar Tls ors indignacao tirar sono dia dificil exaustivo so querer alguir dizer esperanca vencer medo,0
puta pariu duda ta emocionada mano belezinha,put par dud ta emocion man belezinh,puta parir dudar ta emocionar mano belezinha,0
queria q oshiro viesse pra passar niver cmg,quer q oshir viess pra pass niv cmg,querer q oshiro vier pra passar niver cmg,0
ja deram passada canal passa la pq video carai d nao esquece inscrever,ja der pass canal pass la pq vid cara d nao esquec inscrev,ja dar passado canal passar la pq video carair d nao esquecer inscrever,1
vejo ate hj,vej ate hj,vejo ate hj,0
meta daqui pra domingo convencer mae votar ciro,met daqu pra doming convenc mae vot cir,meta de aqui pra domingo convencer mae votar ciro,1
vamo frente valeu,vam frent val,vamo frente valer,1
acabando laacademia,acab laacadem,acabar laacademia,0
ignorando mensagem interessante,ignor mensag interess,ignorar mensagem interessante,1
espero q consiga superar istose melhor pra vc pra tenta seguir frentese precisar trocar ideia ae,esper q consig super istos melhor pra vc pra tent segu frentes precis troc ide ae,esperar q consiga superar istose bom pra vc pra tenta seguir frentese precisar trocar ideia ae,1
infelizmente fico imaginando ana sentir gosto imaginar,infeliz fic imagin ana sent gost imagin,infelizmente fico imaginar ana sentir gosto imaginar,0
aham financiar trafico la d,aham financ trafic la d,ahar financiar trafico la d,1
nao achei tecidos soft p cercadinho porquinho india procurei mt hj alguem souber vende,nao ache tec soft p cercadinh porquinh indi procur mt hj algu soub vend,nao achar tecido Soft p cercadinho porquinho india procurar mt hj alguir souber vender,0
tbm amoooo saudades amor,tbm amooo saudad amor,tbm amoooar saudade amor,0
more,mor,More,0
nao precisa dissipador melhor cartao melhor desempenho comum gastar invista nao nao problema carro completo vs opcionais funcionar vc nao conforto,nao precis dissip melhor carta melhor desempenh comum gast invist nao nao problem carr complet vs opcion funcion vc nao confort,nao precisar dissipador bom cartao bom desempenho comum gastar invista nao nao problema carro completo vs opcional funcionar vc nao conforto,1
comecar madame bovary letra tao pequena dores cabeca oficialmente tramada,comec madam bovary letr tao pequen dor cabec oficial tram,comecar madame bovary letro tao pequeno dor cabeca oficialmente tramar,1
queria nao visto,quer nao vist,querer nao ver,0
problema procura tratamento nao precisa contar problemas mentais,problem procur tratament nao precis cont problem ment,problema procurar tratamento nao precisar contar problema mental,1
mesma tambem hoje dia dificil,mesm tamb hoj dia dificil,mesmo tambem hoje dia dificil,0
aviso semana muita postagem coiso voces sao simplesmente nao querer opcao unfollow,avis seman muit postag cois voc sao simples nao quer opca unfollow,aviso semana muito postagem coiso voce sao simplesmente nao querer opcao unfollow,1
porra sorriso lindo face terra daria tudinho pra manter rostinho lindo amo doyoung amor,porr sorris lind fac terr dar tudinh pra mant rostinh lind amo doyoung amor,porra sorriso lir face terra dar tudinho pra manter rostinho lir amo doyoung amor,0
dia ja coracao ja ta apertado passaram rapido,dia ja coraca ja ta apert pass rap,dia Ja coracao ja ta apertar passar rapir,0
voce realmente anjo ta amo juntas,voc realment anjo ta amo junt,voce realmente anjor ta amo juntar,0
voces tambem acham sophia ironica so loucura,voc tamb acham soph iron so loucur,voce tambem achar sophia ironico so loucurar,1
surpresa pra mim tambem fundo esperancas mudanca evolucao,surpres pra mim tamb fund esperanc mudanc evoluca,surpresa pra eu tamber fundo esperanco mudanca evolucao,0
nao acredito sentimentos maisinha,nao acredit sentiment maisinh,nao acreditar sentimento maisinha,0
ta foda,ta fod,ta foda,0
ganhei p,ganh p,ganhar p,1
entao hoje dia outubro rosa,enta hoj dia outubr ros,entao hoje dia outubro roso,1
,,,1
tres prints tweets torna valido mostrei vc disse unica alteracao fiz esconder identificacao perfil privado falar yoongi,tres prints tweets torn val mostr vc diss unic alteraca fiz escond identificaca perfil priv fal yoong,tr prints tweets tornar valir mostrar vc dizer unico alteracao fiz esconder identificacao perfil privado falar yoongi,1
pai filho mae,pai filh mae,pai Filho mae,1
to raiva pq pai acordou hj humor dia normal morta causa candidato votou,to raiv pq pai acord hj humor dia normal mort caus candidat vot,to raiva pq pai acordar hj humor dia normal morta causa candidato votar,0
pq so mulher ganha skin,pq so mulh ganh skin,pq so mulher ganhar skin,0
contrata entregar d,contrat entreg d,contratar entregar d,1
curte nao abriu,curt nao abriu,curtar nao abrir,0
to impolgada manifesto dia to sentindo sangue ferver,to impolg manifest dia to sent sang ferv,to impolgar manifesto dia to sentir sangue ferver,1
pro rio amor,pro rio amor,pro Rio amor,0
oi fe oi fe lamentamos experiencia loja sido diferente comum envie email faleconosco resolvermos melhor maneira possivel contato contribuir gente abracos,oi fe oi fe lament experienc loj sid diferent comum envi email faleconosc resolv melhor maneir possivel contat contribu gent abrac,oi fe oi fe lamentamos experiencia loja ser diferente comum enviar email Faleconosco resolvermo bom maneira possivel contato contribuir gente abracos,1
pq smp estrago amizades virtuais querendo q continuem,pq smp estrag amizad virtu quer q continu,pq smp estrago amizade virtual querer q continuem,0
,,,0
oq pensar mana,oq pens man,oq pensar mana,0
queria oportunidade ensinar mae mae nao tendo filho criar carinho amor,quer oportun ensin mae mae nao tend filh cri carinh amor,querer oportunidade ensinar mae mae nao ter filho criar carinho amor,0
existe odio lados nao ten negar,exist odi lad nao ten neg,existir odio lado nao ten negar,1
n aguento viver morar mansaomeilove so queria sala irmaos la pro stage jao la,n aguent viv mor mansaomeilov so quer sal irma la pro stag jao la,n aguento viver morar mansaomeilove so querer sala irmaos la pro stage jao la,0
noticia enfim,notic enfim,noticia enfim,1
deus ceu noticia horrivel,deus ceu notic horrivel,deus cer noticia horrivel,0
vamos entao,vam enta,ir entao,1
alguem jogar video facebook instagram ja edicao nao mostra espalhamos afazenda,algu jog vid facebook instagr ja edica nao mostr espalh afazend,alguir jogar video facebook instagr ja edicao nao mostrar espalha afazenda,1
dia lucas aproveitem queria infelizmente n deu qm ano d,dia luc aproveit quer infeliz n deu qm ano d,dia luco aproveiter querer infelizmente n dar qm ano d,1
tristeza mudar cidade amigas reunidas fazendo coisas coracaozinho doi saudade bosta,tristez mud cidad amig reun faz cois coracaozinh doi saudad bost,tristeza mudar cidade amiga reunir fazer coisa coracaozinho de oi saudade bosto,0
aprende comigo princesa p,aprend comig princes p,aprender comigo princês p,1
to dor cabeca gt,to dor cabec gt,to dor Cabeca gt,0
bora dozeeeeee espero vc aaa queria aposentei,bor dozeeeee esper vc aaa quer aposent,bor dozeeeeee esperar vc aaa querer aposentar,0
nogueira sumiu,nogueir sum,nogueira sumir,0
amo,amo,amo,0
jeito eymael mudar jingle pra ey ey eymael democrata tristao,jeit eymael mud jingl pra ey ey eymael democrat trista,jeito eymael mudar jingle pra ey ey eymael democrata tristao,0
hoje dia voce nao pessoa ja mimimi so olhos voce nao agradou vontade matar pessoas gente t u d pra receber espero vc va tomar olho cu arrombada odeio,hoj dia voc nao pesso ja mimim so olhos voc nao agrad vontad mat pesso gent t u d pra receb esper vc va tom olho cu arromb odei,hoje dia voce nao pessoa Ja Mimimi so olhos voce nao agradar vontade matar pessoa gente t u d pra receber esperar vc va tomar olho cu arrombar odeio,1
problema comigo,problem comig,problema comigo,0
puta pariu amiga to precisando hoje comecei adriana metade,put par amig to precis hoj comec adrian metad,puta parir amiga to precisar hoje começar adriano metade,0
aii mana n tenta vc vc importante vdd agradeco pq sorrio vdd,aii man n tent vc vc import vdd agradec pq sorri vdd,aii mano n tentar vc vc importante vdd agradeco pq sorrio vdd,0
red dead chegando console,red dead cheg consol,red dead chegar console,1
vou dormir tranquilo guns gore amp cannoli tera coop players conquista dificuldade so farmar ae ne mim g dia lancado nao sabemos preco promete,vou dorm tranquil guns gor amp cannol ter coop players conquist dificuldad so farm ae ne mim g dia lanc nao sab prec promet,ir dormir tranquilo gum gore amp cannoli tera coop player conquistar dificuldade so farmar ae ne eu g dia lancar nao saber precar promete,1
bar eacfeddbaf,bar eacfeddbaf,bar eacfeddbaf,0
yixing ta promovendo nao promover acho dificil,yixing ta promov nao promov acho dificil,Yixing ta promover nao promover acho dificil,0
felicidades,felic,felicidade,1
dificil orientar respeito candidato ajudinha d,dificil orient respeit candidat ajudinh d,dificil orientar respeito candidato ajudinha d,1
confirmo ouvir,confirm ouv,confirmo ouvir,1
impressive parra,impressiv parr,impressive parra,1
,,,1
queria estudar trabalho nao consigo nenhum causa pc,quer estud trabalh nao consig nenhum caus pc,querer estudar trabalho nao com si nenhum causa pc,1
c mt sdd amor ja,c mt sdd amor ja,c mt sdd amor ja,0
resolver passar proposito recebeu emails,resolv pass proposit receb emails,resolver passar proposito receber email,1
menino trabalhador,menin trabalh,menino trabalhador,1
happyjiminday parabens bb espero q aproveite dias vida triste conte armys meninos pra animar d vc anjo anjo,happyjiminday parabens bb esper q aproveit dias vid trist cont armys menin pra anim d vc anjo anjo,happyjiminday parabem bb esperar q aproveitar dias vida tristir conte armys menino pra animar d vc anjo anjo,1
gajo bueda feiopor q nao ve cara,gaj bued feiopor q nao ve car,gajo buedar feiopor q nao ve cara,1
ow abraco hoje,ow abrac hoj,ow abraco hoje,0
inveja ta atividade,invej ta ativ,inveja ta atividader,0
pfvr sweet faca decisao vou apoiar orgulhar ps tambem apertar kissy,pfvr sweet fac decisa vou apoi orgulh ps tamb apert kissy,pfvr sweet facar decisao ir apoiar orgulhar ps tambem apertar Kissy,1
nao vida sexual ativa triste,nao vid sexual ativ trist,nao vida sexual ativo tristir,0
to pc vou conseguir assistir series d,to pc vou consegu assist seri d,to pc ir conseguir assistir series d,1
ari santos ajuda ai compartilhar galera baixada vo amiga,ari sant ajud ai compartilh gal baix vo amig,ari santo ajudar ai compartilhar galera baixar vo amigo,1
sonho princess to desgraca app baixado,sonh princess to desgrac app baix,sonho Princess to desgrac app baixar,1
