clean_text,stemmed_text_complete,lemmatized_text_complete,is_hate_speech
pra quem perdeu documentario euvocetodasnos ao vivo nao chateie ta disponivel aqui veja,pra quem perd documentari euvocetodasn ao viv nao chatei ta disponivel aqu vej,pra quem perder documentario euvocetodasno a o vivo nao chateie ta disponivel aqui ver,0
pra quem ta pena traficante drogas principalmente mulheres feministas,pra quem ta pen trafic drog principal mulh femin,pra quem ta pena traficante droga principalmente mulher feministo,0
pra tirar wpp tem tirar dilma logo porra,pra tir wpp tem tir dilm log porr,pra tirar wpp ter tirar dilma logo porrar,1
pra advogado ameacar juiz morte suave boa nenhum fazer piada contra feminismo crime,pra advog ameac juiz mort suav boa nenhum faz piad contr femin crim,pra advogado ameacar juiz morte suave boa nenhum fazer piada contra feminismo crime,1
pra crimes pagina mostra ha meses feministas sjw etc fodase eh fazer meme contra feminista odio violencia,pra crim pagin mostr ha mes femin sjw etc fodas eh faz mem contr femin odi violenc,pra crime pagino mostrar ha mês feminista sjw etc fodase eh fazer meme contra feminista odio violencer,1
pra temer contribuicao mulheres economia analisar preco supermercado responsavel pelo orcamento d,pra tem contribuica mulh econom analis prec supermerc responsavel pel orcament d,pra temer contribuicao mulher economia analisar preco supermercar responsavel por o orcamento d,0
pra turma usp moraes muito partidarizado nao pode ir pro stf ja fachin defendido invasao terra mst crime ok,pra turm usp mora muit partidariz nao pod ir pro stf ja fachin defend invasa terr mst crim ok,pra turma usp moraes muito partidarizado nao poder ir pro stf ja fachin defender invasao terra mst crime ok,1
pra voce nao gosta futebol fodase mane sem alma,pra voc nao gost futebol fodas man sem alma,pra voce nao gostar futebol fodase mane sem alma,1
pre adolescente tenho idade pra teu pai so nao sou pq uso camisinha,pre adolescent tenh idad pra teu pai so nao sou pq uso camisinh,pre adolescente ter idade pra teu pai so nao ser pq uso camisinhar,0
precisamente coragem sem papas lingua forcatrump,precis corag sem pap lingu forcatrump,precisamente coragem sem papa lingua forcatrump,0
precisamente sem seguranca nao ha liberdade pnr,precis sem seguranc nao ha liberdad pnr,precisamente sem seguranca nao ha liberdade pnr,0
precisamosfalarsobreaborto vc deveria sido abortado,precisamosfalarsobreabort vc dev sid abort,precisamosfalarsobreaborto vc dever ser abortar,1
precisase urgente serial killer cantores sertanejos,precisas urgent serial kill cantor sertanej,precisase urgente serial Killer cantor sertanejo,1
preciso arrumar quarto contrato estagiario,precis arrum quart contrat estagiari,preciso arrumar quarto contrato estagiario,0
preconceito web kkkkkkkkk,preconceit web kkkkkkkkk,preconceito web kkkkkkkkk,0
preescrevem esse nivel jornalismo inacreditavel alguem assine esse lixo,preescrev esse nivel jornal inacreditavel algu assin esse lix,preescrever esse nivel jornalismo inacreditavel alguir assine esse lixo,1
prefiro magrela piranha diz gorda feia ela afrontaaaaaaaaabbe,prefir magrel piranh diz gord fei ela afrontaaaaaaaaabb,prefiro magrela piranha dizer gorda feio ela afrontaaaaaaaaabber,1
preguica ir dormir,preguic ir dorm,preguico ir dormir,0
prendam essa psicopata,prend essa psicopat,prendar esse psicopata,0
preocupados espanholizacao banca mais provavel haver concorrencia entre catalao cantabro entre tres angolanos,preocup espanholizaca banc mais provavel hav concorrenc entre catala cantabr entre tres angolan,preocupado espanholizacao banca mais provavel haver concorrencia entre catalao cantabro entre tr angolano,0
presidencia d franca pos q ja foram cumplices destruicao d paises arabes ca consequente maior onda refugi,presidenc d franc pos q ja for cumplic destruica d pais arab ca consequent maior onda refug,presidencia d franca pos q ja ser cumplice destruicao d paise arabe ca consequente grande onda refugi,0
presidente afectos nim renovarportugal pnr,president afect nim renovarportugal pnr,presidente afectos nim renovarportugal pnr,0
presidente dragoes voltou mostrar descontentamento invicta azul branco,president drago volt mostr descontent invict azul branc,presidente dragoes voltar mostrar descontentamento invictar azul branco,0
presidente entrevista ao jornal i renovarportugal pnr portugal josepintocoelho,president entrev ao jornal i renovarportugal pnr portugal josepintocoelh,presidente entrevistar a o jornal i renovarportugal pnr Portugal josepintocoelho,0
presidente trump parabeniza exxon mobil pelo programa investimento geracao empregos,president trump parabeniz exxon mobil pel program invest geraca empreg,presidente trump parabenizar exxon mobil por o programa investimento geracao emprego,0
amiga calma isso critica,amig calm isso critic,amiga calmo isso criticar,0
prezada quando pessoas usam mesmo computador pode acontecer postar twitcam c perfil errado,prez quand pesso usam mesm comput pod acontec post twitc c perfil errad,prezar quando pessoa usar mesmo computador poder acontecer postar twitcar c perfil errar,0
prf pato branco apreende quilos camarao contrabandeado adquirido oeste catarinense,prf pat branc apreend quil camara contraband adquir oest catarinens,prf pato branco apreender quilo Camarao contrabandear adquirir oeste catarinense,0
primeiramente bolsonaro segundamente presidente,primeir bolsonar segund president,primeiramente bolsonaro segundamente presidente,1
primeiramente bora temer,primeir bor tem,primeiramente bor temer,0
primeira vez saio todo branco pessoas vao achar sou pai santo,primeir vez sai tod branc pesso vao achar sou pai sant,primeiro vez saio todo branco pessoa vao achar ser pai santo,0
primeiroassedio eu tinha anos estava brincando frente patio entao passou jovem ficou chamando xuxu gtza,primeiroassedi eu tinh anos estav brinc frent pati enta pass jov fic cham xuxu gtza,primeiroassedio eu ter ano estar brincar frente patio entao passar jovem ficar chamar xuxu Gtza,0
primeiro dia branco ja sujei minha roupa otimo leticia,primeir dia branc ja suj minh roup otim letic,primeiro dia branco ja sujei meu roupa otimo leticia,0
principalmente irmas adoram falar quanto eu sou feia gorda elas lindas perfeitas,principal irmas ador fal quant eu sou fei gord elas lind perfeit,principalmente irma ador falar quanto eu ser feio gordar ele linr perfeito,1
prisao caxias ligou quando detectou fuga chilenos sorte nao terem mandado psp cercar praca chile,prisa cax lig quand detect fug chilen sort nao ter mand psp cerc prac chil,prisaor caxia ligar quando detectar fuga chileno sorte nao ter mandar psp cercar praca chiler,0
lhe desejando optimo final semana pensar nao doi,lhe desej optim final seman pens nao doi,ele desejar optimo final semana pensar nao de oi,0
prisioneiros extremamente crueis libertados gitmo pelo governo obama voltaram pro campo batalha so mais,prisioneir extrem cru libert gitm pel govern obam volt pro camp batalh so mais,prisioneiro extremamente cruel libertar gitmo por o governo obama voltar pro Campo batalha so mais,0
privilegio branco bosta,privilegi branc bost,privilegio branco bosta,0
engracado retrata pouco lado marginal recifeolinda esse twitter,engrac retrat pouc lad marginal recifeolind esse twitt,engracar retratar pouco lado marginal recifeolindar esse twitter,0
acho q tbm tens sono,acho q tbm tens son,achar q tbm tem sono,0
procuro crianca aguente trabalhar hdia dentes fortes q nao coma muito,procur crianc aguent trabalh hdi dent fort q nao com muit,procuro crianca aguente trabalhar hdia dente forte q nao coma muito,0
promocao dia vendese rosas deserto idade meses cores mistas branco ao rubro simples,promoca dia vendes ros desert idad mes cor mist branc ao rubr simpl,promocao dia vendese rosa deserto idade mês cor mista branco a o rubro simples,0
protesto contra islamizacao europa intervencao pnr portugal islao,protest contr islamizaca europ intervenca pnr portugal isla,protesto contra islamizacao Europa intervencao pnr Portugal islao,0
protesto contra boicote ao pnr todos somos poucos,protest contr boicot ao pnr tod som pouc,protesto contra boicote a o pnr todo ser pouco,0
protesto islao aqui nao via,protest isla aqu nao via,protesto islaor aqui nao ver,1
prova ana claudia eu entreguei branco kkkkkkk,prov ana claud eu entregu branc kkkkkkk,prova ano claudio eu entregueer branco kkkkkkk,0
provocador extrema direita ja defender socialismo pleno seculo xxi equilibro sensatez jamais extremi,provoc extrem direit ja defend social plen secul xxi equilibr sensatez jam extrem,provocador extremo direita ja defender socialismo pleno seculo xxi equilibro sensatez jamais extremi,0
nao querida vc burra falar mulher so serve pra fazer faxina casa cuidar filho,nao quer vc burr fal mulh so serv pra faz faxin cas cuid filh,nao querir vc burrar falar mulher so servir pra fazer faxino casa cuidar filho,1
psdb zoando socialismo s ali meio mesmo hein pai estatuto desarmamento,psdb zoand social s ali mei mesm hein pai estatut desarm,psdbr zoar socialismo s ali meio mesmo hein pai estatuto desarmamento,0
psicologo missionaria marisa lobo descreve forma dinamica razoes psicologicas,psicolog mission maris lob descrev form dinam razo psicolog,psicologo missionario mariso lobo descrever forma dinamico razoes psicologica,0
psicologos cristaos existem existem psicologos ateusquem escolhe quem deseja atendido cliente,psicolog crista exist exist psicolog ateusqu escolh quem desej atend client,psicologo cristao existir existir psicologo ateusquir escolhe quem desejar atender cliente,0
pssoa fina rsrs rt jardins,psso fin rsrs rt jardins,pssoa fino rsrs rt jardim,0
pssoas incriveis so comem spoletto rs,psso incriv so com spolett rs,pssoa incrivel so comer spoletto rs,0
ps troco crente pago diferenca,ps troc crent pag diferenc,ps troco crente pagar diferenca,1
gorda feia xodade,gord fei xodad,gordar feio xodade,1
pt satanas lembremse sempre,pt satan lembrems sempr,pt satanas lembremse sempre,1
pt vermelho pq vermelho representa comunismo seja representa inferno,pt vermelh pq vermelh represent comun sej represent infern,pt vermelho pq vermelho representar comunismo ser representar inferno,1
publicitaria pega fumando maconha diz estar soltando fumaca conclave hahua fumacabranca habemuspapam,publicit peg fum maconh diz estar solt fumac conclav hahu fumacabranc habemuspap,publicitar pegar fumar maconha dizer estar soltar fumaca conclave hahua fumacabranca habemuspapar,1
haja administracoes juizo finalmente coisas parecem estar mudar,haj administraco juiz final cois parec estar mud,haver administracoes juizo finalmente coisa parecer estar mudar,0
purificador agua ibbl mio natural branco cupom desconto rca,purific agu ibbl mio natural branc cupom descont rca,purificador aguo ibbl mio natural branco cupom desconto rca,0
puta folgada ainda ta achando q sou ela q gosta dar pros cara pagar sapatao,put folg aind ta achand q sou ela q gost dar pros car pag sapata,putar folgar ainda ta achar q ser ela q gostar dar pro cara pagar sapatao,1
puta pariu alguem entendeu alguma coisa,put par algu entend algum cois,putar parir alguem entender algum coisa,0
puta pariu querem decidir rapaz deve chamar propria namorada vao foder,put par quer decid rapaz dev cham propr namor vao fod,putar parir querer decidir rapaz dever chamar proprio namorar vao foder,1
putaque patou caralho buceta cu rola xereca homem nu mulher bitando mao xereca oitra mulher nua put,putaqu pat caralh bucet cu rol xerec hom nu mulh bit mao xerec oitr mulh nua put,putaque patar Caralho buceta cu rolar xereca homem nu mulher bitar mao xereca oitrar mulher nu put,1
puta saudade postar bagulho machista nessa porra mas agora mulheres aprenderam ler,put saudad post bagulh machist ness porr mas agor mulh aprend ler,putar saudade postar bagulho machista em esse porra mas agora mulher aprender ler,1
q bom linda sou nova aqui bem vinda rt tai curti soudessas,q bom lind sou nov aqu bem vind rt tai curt soudess,q bom linda ser novo aqui bem vinda rt tai curti soudessa,0
qdo mtv era canal sobre musica isso ha anos atras,qdo mtv era canal sobr music isso ha anos atras,qdo mtv ser canal sobre musica isso ha ano atra,0
qdo te vejo coracao tb dispara manda mto sangue pra varios lugares corpo,qdo te vej coraca tb disp mand mto sang pra vari lug corp,qdo te vejo coracao tb disparar manda mto sangue pra vario lugar corpo,0
qdo vc sentir imbecil assista video,qdo vc sent imbecil assist vid,qdo vc sentir imbecil assisto video,0
qdo vc ve q mulher q vc gosta te bloqueou so pq vc comeu outra,qdo vc ve q mulh q vc gost te bloqu so pq vc com outr,qdo vc ve q mulher q vc gostar te bloquear so pq vc comeu outro,1
qdo vc ve mulher conversando outra q vc deu investidas fora,qdo vc ve mulh convers outr q vc deu invest for,qdo vc ve mulher conversar outro q vc dar investida fora,0
q julga amiguinha d burra so pq ela arruma n segue esteriotipo q axa q tem mulher q preste x mulher q n presta etc etc parem,q julg amiguinh d burr so pq ela arrum n seg esteriotip q axa q tem mulh q prest x mulh q n prest etc etc par,q julgar amiguinha d burra so pq ela arrumar n seguir esteriotipo q axa q ter mulher q prestar x mulher q n presta etc etc par,1
qlqr pesquisa negativa noticia falsa cnn abc nbc eleicoes desculpa povo quer seguranca fr,qlqr pesquis negat notic fals cnn abc nbc eleico desculp pov quer seguranc fr,qlqr pesquisa negativo noticia falso cnn abc nbc eleicoes desculpa povo querer seguranca fr,0
q mulher burra essa serie,q mulh burr essa seri,q mulher burra esse serie,1
q mulher estupida,q mulh estup,q mulher estupir,1
qnd feministas vierem me ofender nao vou nem rebater so vou dar rt,qnd femin vier me ofend nao vou nem rebat so vou dar rt,qnd feministo vier eu ofender nao ir nem rebater so ir dar rt,0
qndo falo ir mulher me refiro meter rola nela,qndo fal ir mulh me refir met rol nel,qr falar ir mulher eu refiro meter rola em ele,0
qnd q eu decidi q me vestir so preto gato branco era boa ideia,qnd q eu decid q me vest so pret gat branc era boa ide,qnd q eu decidir q eu vestir so preto gato branco ser bom ideia,0
