clean_text,stemmed_text_complete,lemmatized_text_complete,is_hate_speech
muitas sairam ruas pedindo entrada refugiados nao andar tranquilas pais,muit sair ruas ped entrad refugi nao andar tranquil pais,muito sair rua pedir entrada refugiado nao andar tranquila pai,0
nao subjugar coerencia firmeza defende identidade bravo,nao subjug coerenc firmez defend ident brav,nao subjugar coerencia firmeza defender identidade Bravo,0
concordo iniciativas adversarios nao problema congratularme,concord inic adversari nao problem congratularm,concordo iniciativa adversario nao problema congratularme,0
dificil parabens pra sapatao aline nao responde,dificil parabens pra sapata alin nao respond,dificil parabem pra sapatao aliner nao responde,1
mulher achei baba filhos,mulh ache bab filh,mulher achar babo filho,0
mulher perfeita mundo nao importa feia bonita gorda magra estranha esquisita mulher,mulh perfeit mund nao import fei bonit gord magr estranh esquisit mulh,mulher perfazer mundo nao importa feio bonito gorda magra estranho esquisito mulher,0
mulherada outubro rosa realizamos exame mama gratuitamente basta agendar via dm outubrorosa,mulher outubr ros realiz exam mam gratuit bast agend via dm outubror,mulherar outubro roso realizar exame mama gratuitamente bastar agendar via dm outubrorosa,0
mulher nua carnes vivas brilho suave mulherdeverdade,mulh nua carn viv brilh suav mulherdeverdad,mulher nu carne vivo brilho suave mulherdeverdade,0
mulherao porra veio,mulhera porr vei,mulherao porrar vir,0
mulher armadora barracas,mulh armador barrac,mulher armador barraca,0
mulher ate angelina jolie traida vc acha q vc nao larga otaria,mulh ate angelin joli tra vc acha q vc nao larg otar,mulher ate angelinar jolie traida vc achar q vc nao largo otaria,1
mulher,mulh,mulher,0
mulher burra porra,mulh burr porr,mulher burra porra,1
mulher burra fica pobremas vou inteligente ate enriquecer buceta poderr,mulh burr fic pobrem vou inteligent ate enriquec bucet poderr,mulher burra ficar pobrema ir inteligente ate enriquecer Buceta poderr,1
mulher burra mano mandar porra comprovante pra mim manda pro diretorio academico caralho unt,mulh burr man mand porr comprov pra mim mand pro diretori academ caralh unt,mulher burra mano mandar porra comprovante pra eu mandar pro diretorio academico caralho unt,1
mulher burra nojo,mulh burr noj,mulher burra nojo,1
mulher carne churrasco vc esquenta pau,mulh carn churrasc vc esquent pau,mulher carne churrasco vc esquentar pau,1
mulher dica foto pra vc tirar amigas,mulh dic fot pra vc tir amig,mulher dico foto pra vc tirar amiga,0
mulher fragil nao otaria sensivel nao idiota fresca nao covarde fraca nao burra,mulh fragil nao otar sensivel nao idiot fresc nao covard frac nao burr,mulher fragil naoer otaria sensivel nao idiota fresco nao covarde fraco nao burra,0
mulher eh maravilhosa vei amo sapatao,mulh eh maravilh vei amo sapata,mulher eh maravilhosa vei amo sapatao,1
mulher estadio futebol so merda totalmente pelada,mulh estadi futebol so merd total pel,mulher estadio futebol so merda totalmente pelar,1
mulheres adoram carinho cabelo,mulh ador carinh cabel,mulher ador carinho cabelo,0
mulheres rio vamos aproximar meninas ciencia inscricoes online,mulh rio vam aproxim menin cienc inscrico onlin,mulher rio ir aproximar meninas ciencia inscricoes onlinar,0
mulheres nao confiam mulheres nelas mesmas,mulh nao conf mulh nel mesm,mulher nao confer mulher em ele mesmo,0
mulheres nao perdoam gleisi hoffman kkk diadamulher feliz dia mulheres dia internacional mulher,mulh nao perdo gleis hoffman kkk diadamulh feliz dia mulh dia internacional mulh,mulher nao perdoam gleisi hoffman kkk diadamulher feliz dia mulher dia internacional mulher,0
mulheres dia mulheres bonitas resto ano gaja feia gorda vese,mulh dia mulh bonit rest ano gaj fei gord ves,mulher dia mulher bonita resto ano Gaja feio gordar vese,1
mulher esperta fica rica mulher burra fica pobre rsrs,mulh espert fic ric mulh burr fic pobr rsrs,mulher esperto ficar rico mulher burra ficar pobre rsrs,1
mulher esperta homem palma mao mulher burra acha vdd nao,mulh espert hom palm mao mulh burr acha vdd nao,mulher esperto homem palmo mao mulher burra achar vdd nao,1
mulheres parem raspar cabeca lados fica parecendo vcs cancer metade,mulh par rasp cabec lad fic parec vcs canc metad,mulher par raspar cabeca lado ficar parecer vcs cancer metade,1
mulheres criam filho sozinha alguma vcs ja recebeu pacote fralda algum movimento feminista,mulh cri filh sozinh algum vcs ja receb pacot frald algum moviment femin,mulher criar filho sozinha algum vcs ja receber pacote fralda algum movimento feminista,0
mulheres sao minorias ti engenharia cursos pra incluilas neles deixa escolham cursos simples,mulh sao minor ti engenh curs pra incluil nel deix escolh curs simpl,mulher sao minoria ti engenhar curso pra incluila em ele deixar escolhar curso simples,1
mulher parque diversoes comecar humor montanharussa,mulh parqu diverso comec humor montanharuss,mulher parque diversoes comecar humor montanharussa,1
mulher gosta homem porco fede arrota terra deibaixo unha joaquinresponde,mulh gost hom porc fed arrot terr deibaix unha joaquinrespond,mulher gostar homem porco fede arroto terra deibaixo ur joaquinresponde,1
mulher idiota assimerrado bofe burra pra caralho kkkkkkkkkkkkk,mulh idiot assimerr bof burr pra caralh kkkkkkkkkkkkk,mulher idiota assimerrar bofe burra pra caralho Kkkkkkkkkkkkk,1
mulher bonita carinhosa homem gemer sentir dor mulherdeverdade,mulh bonit carinh hom gem sent dor mulherdeverdad,mulher bonito carinhoso homem Gemer sentir dor mulherdeverdade,0
mulher poderosa nao perde causa atitude burra homem,mulh poder nao perd caus atitud burr hom,mulher poderoso nao perde causo atitude burrar homem,0
mulher fica gravida fica burraquando comeca nivel burrice pergunto gestante respsta ate ja entendo,mulh fic grav fic burraqu comec nivel burric pergunt gestant respst ate ja entend,mulher ficar gravido ficar burraquar comeca nivel burrice perguntar gestante respsta ate ja enter,1
mulher gosta cara burra,mulh gost car burr,mulher gostar carar burra,1
mulher fica ai nao feminista mt burra msm ne pra defende,mulh fic ai nao femin mt burr msm ne pra defend,mulher ficar ai nao feminista mt burrar msm ne pra defender,1
mulher sofre balada gorda feia quiser cara pega fica c fama barangueiro nao pega fica c fama viado,mulh sofr bal gord fei quis car peg fic c fam barangueir nao peg fic c fam viad,mulher sofrer balar gorda feio quiser cara pega ficar c fama barangueiro nao pegar ficar c fama viar,0
mundo fufas ta ficar pequeno,mund fuf ta fic pequen,mundo fufa ta ficar pequeno,0
mundo fufas nao mim,mund fuf nao mim,mundo fufa nao eu,1
mundo perfeito coxinha temer ate eleicoes bolsomito presidente,mund perfeit coxinh tem ate eleico bolsomit president,mundo perfeito coxinha temer ate eleicoes bolsomito presidente,1
mundo uniao europeia ameaca sancoes paises nao recebem refugiados foto louisa gouliamakiafp,mund unia europ ameac sanco pais nao receb refugi fot louis gouliamakiafp,Mundo uniao europeu ameaca sancoes paise nao receber refugiado foto louisar gouliamakiafp,0
musica islao nao mim via,music isla nao mim via,Musica islao nao eu ver,0
musical kiporressa homem homem,musical kiporress hom hom,musical kiporressa homem homem,1
dei pulo twitter pra entender melhor visao evolucao nao es culpado cresc,dei pul twitt pra entend melhor visa evoluca nao es culp cresc,dar pulo twitter pra entender bom visao evolucao nao es culpar Cresc,0
vivi impeachment collor pais levavam protesto hahahahahahah,viv impeachment collor pais lev protest hahahahahahah,viver impeachment Collor pai levar protesto hahahahahahah,0
hahahahahahaha duvido vou viver pra,hahahahahahah duv vou viv pra,hahahahahahaha duvir ir viver pra,0
africa gato preto gato,afric gat pret gat,africar gato preto gato,0
,,,0
america norte conceito jogar mata escolas ligeiramente diferente pratica,amer nort conceit jog mat escol ligeir diferent pratic,americo norte conceito jogar matar escola ligeiramente diferente pratico,0
configuracoes desativar conta,configuraco desativ cont,configuracoes desativar conta,0
bulgaria nao mimimi esquerdista sofreram pele urss nao globalismo comunismo,bulg nao mimim esquerd sofr pel urss nao global comun,bulgario nao mimimi esquerdista sofrer pele urss nao globalismo comunismo,1
carta menina pai ruim estupra irmas tambem afirma pai deixa,cart menin pai ruim estupr irmas tamb afirm pai deix,carto menina pai ruim estupra irma tambem afirmar pai deixar,0
negros prefiro branquelo palmito cor leite pra bejar boca rsrs,negr prefir branquel palmit cor leit pra bej boc rsrs,negro prefiro branquelo palmito cor Leite pra bejar boca rsrs,1
negros filha nao trazer bandido pra casa nao,negr filh nao traz band pra cas nao,negro filha nao trazer bander pra casa nao,1
negros desodorante tb ne,negr desodor tb ne,negro desodorante tb ne,1
acaso,acas,acaso,0
melhor apreciar impeachment ap zona sul so nao pq empregada ta chorando coitada conhece politica,melhor aprec impeachment ap zon sul so nao pq empreg ta chor coit conhec polit,bom apreciar impeachment ap zona sul so nao pq empregada ta chorar coitar conhecer politico,1
move homossexual conheco livres antinatura promocao aberrante,mov homossexual conhec livr antinatur promoca aberr,mover homossexual conheco livre antinatura promocao aberrante,0
hora nao votar bolsonaro politicos sao corruptos hora votar impeachment nao parabens,hor nao vot bolsonar polit sao corrupt hor vot impeachment nao parabens,hora nao votar bolsonaro politico sao corrupto hora votar impeachment nao parabem,0
hora toquei causa dia mulher cuidado burra,hor toqu caus dia mulh cuid burr,hora toquei causar dia mulher cuidado burrar,1
conheco sapatao racista,conhec sapata racist,conheco sapatao racista,1
internet somostodasputas vida real nao chame puta machismo mimimi,internet somostodasput vid real nao cham put machism mimim,internet somostodasputa vida real nao chame puta machismo mimimi,1
luta jogadores golf pulhas vagabundos bundoes insistem passar creme porra rosto creme nao porra,lut jogador golf pulh vagabund bundo insist pass crem porr rost crem nao porr,lutar jogador golf pulha vagabunr bundoes insistir passar creme porrar rosto cremir nao porra,1
epoca nao rede social problematizacao iutubers gente jogava bola sexo trabalhava,epoc nao red social problematizaca iutubers gent jog bol sex trabalh,epocar nao rede social problematizacao iutuber gente jogar bola sexo trabalhar,0
epoca padre so pagava pastel caldo cana,epoc padr so pag pastel cald can,epocar padre so pagar pastel caldo cano,1
sala so viado sapatao engracada mundo,sal so viad sapata engrac mund,sala so viar sapatao engracada mundo,1
moral mulher guando burra nao jeito,moral mulh guand burr nao jeit,moral mulher guar burra nao jeito,1
namoras cachopa nao usas dia mulher irem jantar tas burra nao mae pobre,namor cachop nao usas dia mulh irem jant tas burr nao mae pobr,namora cachopa nao usa dia mulher ir jantar tas burra nao mae pobre,1
nao aceitamos fazdeconta hipocrisia lutamos censura marxismocultural,nao aceit fazdecont hipocris lut censur marxismocultural,nao aceitamos fazdeconta hipocrisio lutamo censura marxismocultural,0
naoaceitamosrefugiados imprensa preocupase refugiados nao lembra cristaos perseguidos mortos oriente medio,naoaceitamosrefugi imprens preocupas refugi nao lembr crista persegu mort orient medi,naoaceitamosrefugiar imprensa preocupase refugiado nao lembrar cristao perseguir morto oriente medio,0
nao achei nome ai,nao ache nom ai,nao achar nome ai,0
nao acho burra mulher prefere separar viver mentiras otaria gosta corna feliz,nao acho burr mulh prefer separ viv ment otar gost corn feliz,nao achar burra mulher preferir separar viver mentiro otario gosto corno feliz,1
nao acredite midia noticias falsas convencional casa branca indo herdei bagunca es,nao acredit mid notic fals convencional cas branc indo herd bagunc es,nao acredite midir noticio falso convencional casa branco ir herdei bagunca es,0
nao acredito juiz colocaria pais risco acontecer culpeo junto sis legal,nao acredit juiz coloc pais risc acontec culp junt sis legal,nao acreditar juiz colocar pai risco acontecer culpeo junto sis legal,1
nao adianta textao dia mulheres liga callcenter chamar atendente burra mulher,nao adiant texta dia mulh lig callcent cham atendent burr mulh,nao adiantar textao dia mulher ligar callcenter chamar atendente burra mulher,1
nao adianta progressismo nao certo amoresexo,nao adiant progress nao cert amoresex,nao adiantar progressismo nao certo amoresexo,0
nao adianta porra vc ido rua continuar votando psdbptpmdb,nao adiant porr vc ido rua continu vot psdbptpmdb,nao adiantar porra vc ir rua continuar votar psdbptpmdb,0
nao aumentarei carga fiscal assumo demitirei nao alternativa honrar palavr,nao aument carg fiscal assum demit nao altern honr palavr,nao aumentarei carga fiscal assumo demitirei nao alternativa honrar palavr,0
nao basta rj escoriaainda causar confusao sao paulo,nao bast rj escoriaaind caus confusa sao paul,nao bastar rj escoriaaindar causar confusao sao Paulo,0
nao basta escandalos corrupcaomas ruim marxismo trouxe tambem,nao bast escandal corrupcaom ruim marxism troux tamb,nao bastar escandalo corrupcaoma ruim marxismo trazer tambem,0
nao brocha calcinha bege,nao broch calcinh beg,nao brocho calcinha bege,0
nao chega legislacao preciso aplicala angola rosado carvalho,nao cheg legislaca precis aplical angol ros carvalh,nao chegar legislacao preciso aplicalar Angola rosar carvalho,0
nao n elimina rt ain menina entrevista d emprego semana vou sair prostituicao rs,nao n elimin rt ain menin entrev d empreg seman vou sair prostituica rs,nao n elimina rt ain menina entrevista d emprego semana ir sair prostituicao rs,1
nao comece dia mesmos problemas dias anteriores hoje dia restantes dias v,nao comec dia mesm problem dias anterior hoj dia restant dias v,nao começar dia mesmo problema dia anterior hoje dia restante dia v,0
nao come mel morde marimbondo,nao com mel mord marimbond,nao comer mel morde marimbor,0
