,sentence_pair_id,premise,hypothesis,relatedness_score,entailment_judgment,premise_processed,hypothesis_processed
3625,1126,"O Caixa Alfama teve assim uma edição de sucesso artístico, com os artistas a darem tudo nos espectáculos para agradar ao público.",Mais de 40 artistas participaram nesta edição do Caixa Alfama.,2.5,0,"['Caixa', 'alfamar', 'assim', 'edição', 'sucesso', 'artístico', 'artista', 'dar', 'tudo', 'espectáculo', 'agradar', 'público']","['40', 'artista', 'participar', 'em este', 'edição', 'caixo', 'alfama']"
3626,1127,"Cerca de 29.000 casas permanecem privadas de eletricidade, devido aos danos causados pelas inundações.",Cerca de 29 mil famílias permanecem sem eletricidade pelos danos causados pelas inundações.,4.75,2,"['cerca', '29000', 'casa', 'permanecer', 'privado', 'eletricidade', 'devido', 'dano', 'causar', 'inundação']","['cerca', '29', 'mil', 'família', 'permanecer', 'eletricidade', 'dano', 'causar', 'inundação']"
3627,1128,Os neonazis da Aurora Dourada são a terceira força política.,A extrema direita da Aurora Dourada cresce ligeiramente para os 18 deputados.,2.25,0,"['neonazis', 'aurora', 'dourar', 'terceiro', 'força', 'político']","['extremo', 'direita', 'auror', 'dourar', 'crescer', 'ligeiramente', '18', 'deputado']"
3628,1129,"O cantor fez a revelação durante as filmagens de um episódio do 'The Voice' britânico, onde é mentor.","Mentor de ""The Voice"" disse que dormira com o cantor.",3.25,0,"['cantor', 'fazer', 'revelação', 'durante', 'filmagem', 'episódio', 'The', 'voice', 'britânico', 'onde', 'mentor']","['mentor', 'the', 'voice', 'dizer', 'dormira', 'cantor']"
3629,1130,"A Lexus é mentora do projeto, que foi executado pela LaserCut Works e a Scales and Models.",A LaserCut Works e a Scales and Models foram as duas empresas responsáveis por criar este exemplar.,4.0,0,"['lexu', 'mentor', 'projeto', 'executar', 'lasercut', 'works', 'Scales', 'and', 'Models']","['lasercut', 'works', 'Scales', 'and', 'models', 'dois', 'empresa', 'responsável', 'criar', 'exemplar']"
3630,1131,Júlio César chegou a custo zero no início da última época.,Júlio César tem experiência e é um excelente guarda-redes.,1.75,0,"['júlio', 'césar', 'chegar', 'custo', 'zero', 'início', 'último', 'época']","['júlio', 'césar', 'experiência', 'excelente', 'guardarede']"
3631,1132,"De acordo com a publicação francesa, nenhum projeto se encontra atualmente em pré-produção na Konami.","Segunda a publicação francesa, não existem à data projetos em pré-produção na Konami.",5.0,2,"['acordo', 'publicação', 'francês', 'nenhum', 'projeto', 'encontrar', 'atualmente', 'préprodução', 'konami']","['segundo', 'publicação', 'francês', 'existir', 'data', 'projeto', 'préprodução', 'konami']"
3632,1133,"As autoridades locais determinaram a evacuação das áreas litorâneas devido ao tsunami, enquanto imagens de televisão mostravam sirenes de alerta ativadas.",As autoridades locais determinaram a evacuação de áreas litorâneas em função do alerta de tsunami.,4.0,1,"['autoridade', 'local', 'determinar', 'evacuação', 'área', 'litorâneo', 'devido', 'tsunami', 'enquanto', 'imagem', 'televiser', 'mostrar', 'sirene', 'alertar', 'ativar']","['autoridade', 'local', 'determinar', 'evacuação', 'área', 'litorâneo', 'função', 'alertar', 'tsunamir']"
3633,1134,António Costa compreendeu e assumiu este papel de forma clara.,A ideia foi já assumida por um dos principais conselheiros de António Costa.,1.75,0,"['António', 'Costa', 'compreender', 'assumir', 'papel', 'forma', 'claro']","['ideia', 'assumir', 'principal', 'conselheiro', 'António', 'Costa']"
3634,1135,"Os Ivory Tower trabalharam em The Crew com a colaboração dos especialistas em jogos de corrida da Ubisoft, Reflections.","É também notícia que a Ivory Tower, produtora responsável pelo jogo, foi adquirida pela Ubisoft.",3.0,0,"['ivory', 'tower', 'trabalhar', 'the', 'crew', 'colaboração', 'especialista', 'jogo', 'corrida', 'ubisoft', 'reflectiom']","['notícia', 'ivory', 'tower', 'produtor', 'responsável', 'jogo', 'adquirir', 'ubisoft']"
3635,1136,"Já o Athletic segue na 14ª posição, com apenas três pontos.",O Athletic continua com apenas três pontos somados.,4.0,1,"['athletic', 'seguir', '14', 'posição', 'apenas', 'três', 'ponto']","['athletic', 'continuar', 'apenas', 'três', 'ponto', 'somado']"
3636,1137,O conselho de ministro aprova também o programa de governo que será discutido no parlamento no início da próxima semana.,O programa de Governo inclui as medidas aprovadas ontem em Conselho de Ministros.,3.0,0,"['conselho', 'ministro', 'aprovar', 'programa', 'governo', 'discutir', 'parlamento', 'início', 'próximo', 'semana']","['programa', 'governo', 'incluir', 'medida', 'aprovar', 'ontem', 'Conselho', 'ministro']"
3637,1138,"Carlos Xistra foi o árbitro nomeado para apitar o Benfica-Sporting deste domingo, partida da 8ª jornada da Liga.",Carlos Xistra foi designado para o Benfica-Sporting deste domingo.,4.0,1,"['Carlos', 'xistra', 'árbitro', 'nomear', 'apitar', 'benficasporting', 'de este', 'domingo', 'partida', '8', 'jornada', 'ligar']","['Carlos', 'xistra', 'designar', 'benficasporting', 'de este', 'domingo']"
3638,1139,O Mercury é o maior reconhecimento almejado por artistas do Reino Unido e da Irlanda.,O Mercury premia anualmente o melhor álbum lançado no Reino Unido e na Irlanda.,4.0,0,"['mercuryr', 'grande', 'reconhecimento', 'almejar', 'artista', 'reino', 'unir', 'irlando']","['mercury', 'premia', 'anualmente', 'bom', 'álbum', 'lançar', 'reino', 'unir', 'irlando']"
3639,1140,Mohamed Abdeslam disse que a família não notou nada de errado no comportamento de Brahim e Salah Abdeslam.,"Sobre seu irmão, Salah, Mohamed disse que a família não tem ideia de seu paradeiro.",2.75,0,"['mohamed', 'abdeslar', 'dizer', 'família', 'notar', 'nada', 'errar', 'comportamento', 'Brahim', 'Salah', 'abdeslar']","['sobre', 'irmão', 'Salah', 'mohamed', 'dizer', 'família', 'ideia', 'paradeiro']"
3640,1141,"Raquel Guiomar explica, ainda, que os vírus e a vacina não coincidiram num grau de efetividade elevado.",Sabemos que a vacina para o vírus AH3 teve uma efetividade moderada a baixa.,3.25,0,"['raquel', 'guiomar', 'explicar', 'ainda', 'vírus', 'vacina', 'coincidir', 'grau', 'efetividade', 'elevar']","['saber', 'vacina', 'vírus', 'ah3', 'efetividade', 'moderar', 'baixo']"
3641,1142,António Costa referiu depois ter indicação de que a coligação PSD/CDS enviará da parte da tarde de hoje essas propostas ao PS.,Este é o nome do documento enviado pela coligação PSD/CDS-PP a António Costa.,2.5,0,"['António', 'Costa', 'referir', 'ter', 'indicação', 'coligação', 'psdcds', 'enviar', 'parte', 'tarde', 'hoje', 'propostar', 'ps']","['nome', 'documento', 'enviar', 'coligação', 'psdcdspp', 'António', 'Costa']"
3642,1143,Sabemos que as outras equipas têm esses níveis muito elevados contra o FC Porto e por isso temos de ser ainda mais concentrados.,"Todos os jogos são importantes para o FC Porto, contra o Chelsea ou contra o Moreirense.",2.5,0,"['saber', 'outro', 'equipa', 'ter', 'nível', 'elevar', 'contra', 'fc', 'Porto', 'ainda', 'concentrar']","['todo', 'jogo', 'importante', 'fc', 'Porto', 'contra', 'chelsea', 'contra', 'moreirense']"
3643,1144,"Os títulos a dez anos estavam a avançar para 2,428%, contra 2,405% na terça-feira.","Para as obrigações com maturidade a dez anos, a yield crescia oito décimas para 1,137 por cento.",1.75,0,"['título', 'dez', 'ano', 'avançar', '2428', 'contra', '2405', 'terçafeira']","['obrigação', 'maturidade', 'dez', 'ano', 'yield', 'crescer', 'oito', 'décima', '1137', 'cento']"
3644,1145,"O Partido Republicano teve um recorde de pré-candidatos nestas eleições, com 17 nomes.",Scott é o segundo pré-candidato do Partido Republicano a desistir das eleições presidenciais nos Estados Unidos.,2.75,0,"['partido', 'republicano', 'recorde', 'précandidato', 'em este', 'eleição', '17', 'nome']","['scott', 'segundo', 'précandidato', 'partido', 'republicano', 'desistir', 'eleição', 'presidencial', 'Estados', 'Unidos']"
3645,1146,A Duquesa de Cambridge retomou a sua agenda pública com um vestido Ralph Lauren – custa cerca de 1700 euros – e sapatos e clutch preta.,"Para o seu regresso, a Duquesa de Cambridge escolheu um elegante vestido Ralph Lauren, avaliado em cerca de 1700€.",4.0,1,"['duquesa', 'cambridge', 'retomar', 'agenda', 'público', 'vestir', 'ralph', 'lauren', 'custar', 'cerca', '1700', 'euro', 'sapato', 'clutch', 'preto']","['regresso', 'duquesa', 'cambridge', 'escolher', 'elegante', 'vestir', 'ralph', 'lauren', 'avaliar', 'cerca', '1700']"
3646,1147,A polémica foi tanta que a proposta acabaria por cair e Calvão da Silva manteve-se até 2012 como vice-presidente do PSD.,Calvão da Silva tornou-se mais conhecido do grande público em 2010.,2.25,0,"['polémica', 'tanto', 'proposta', 'acabar', 'cair', 'calvão', 'silvar', 'mantevese', '2012', 'vicepresidente', 'psd']","['Calvão', 'Silva', 'tornouse', 'conhecer', 'grande', 'público', '2010']"
3647,1148,"No final deste mês, o país terá aceitado cerca de 1.800.","Cerca de 1,8 mil serão recebidos até o final deste mês no país.",5.0,2,"['final', 'de este', 'mês', 'país', 'aceitar', 'cerca', '1800']","['cerca', '18', 'mil', 'receber', 'final', 'de este', 'mês', 'país']"
3648,1149,O presidente suspenso do INEM explica ainda que não disponibilizou bens públicos a interesses particulares.,O presidente nega ainda ter disponibilizado bens públicos a interesses particulares.,4.0,1,"['presidente', 'suspender', 'inem', 'explicar', 'ainda', 'disponibilizar', 'bem', 'público', 'interesse', 'particular']","['presidente', 'negar', 'ainda', 'ter', 'disponibilizar', 'bem', 'público', 'interesse', 'particular']"
3649,1150,"Ex-ministro, arguido no mesmo caso de José Sócrates, foi autorizado a sair de prisão domiciliária.",Ex-ministro deixa de estar em prisão domiciliária.,4.0,1,"['exministro', 'arguido', 'caso', 'José', 'sócrate', 'autorizar', 'sair', 'prisão', 'domiciliário']","['exministro', 'deixar', 'prisão', 'domiciliário']"
3650,1151,A tenista Serena Williams é uma das presenças confirmadas no calendário Pirelli que junta fotografias sensuais de várias personalidades.,"Mulheres sensuais ilustram os meses do ano do calendário Pirelli, por isso este é sempre muito aguardado.",3.25,0,"['tenista', 'Serena', 'williams', 'presença', 'confirmar', 'calendário', 'pirellir', 'juntar', 'fotografia', 'sensual', 'várias', 'personalidade']","['mulher', 'sensual', 'ilustrar', 'mês', 'ano', 'calendário', 'pirellir', 'sempre', 'aguardar']"
3651,1152,"A Sony anunciou que Journey Collector's Edition, a compilação de jogos da Thatgamecompany, já está disponível na PS4.","Esta compilação inclui num só disco os três jogos flOw, Flower e Journey.",2.75,0,"['Sony', 'anunciar', 'Journey', 'collectors', 'edition', 'compilaçãor', 'jogo', 'thatgamecompany', 'disponível', 'ps4']","['compilação', 'incluir', 'disco', 'três', 'jogo', 'flow', 'flower', 'Journey']"
3652,1153,"O Presidente francês vai a Washington na quarta-feira e a Moscovo, na quinta.",E o presidente francês promete manter o cerco aos terroristas.,1.75,0,"['presidente', 'francês', 'ir', 'Washington', 'quartafeira', 'Moscovo', 'quinta']","['presidente', 'francês', 'prometer', 'manter', 'cerco', 'terrorista']"
3653,1154,"Quando Lisa nasceu, em 1976, Steve Jobs não esteve presente.",Steve Jobs tinha uma filha chamada Lisa.,2.75,0,"['lisar', 'nascer', '1976', 'Steve', 'jobs', 'presente']","['Steve', 'jobs', 'filha', 'chamar', 'lisar']"
3654,1155,"Como ele sofreu várias lesões cerebrais, a família optou por desligar os aparelhos do boxeador.",A família optou em desligar os aparelhos do boxeador.,3.75,1,"['sofrer', 'várias', 'lesão', 'cerebral', 'família', 'optar', 'desligar', 'aparelho', 'boxeador']","['família', 'optar', 'desligar', 'aparelho', 'boxeador']"
3655,1156,"O Samsung Galaxy S7, deve ser lançado na primeira metade de 2016, embora podemos vê-lo antes do prazo.","Inicialmente chamado de M1, a novidade poderá ser estreada com o Galaxy S7 a ser lançado em 2016.",2.75,0,"['Samsung', 'galaxy', 's7', 'dever', 'lançar', 'primeiro', 'metade', '2016', 'embora', 'poder', 'vêlo', 'antes', 'prazo']","['inicialmente', 'chamar', 'm1', 'novidade', 'poder', 'estrear', 'galaxy', 's7', 'lançar', '2016']"
3656,1157,Foram emitidos 950 milhões de euros em dívida a 10 anos e 350 milhões com maturidade em 2037.,"No prazo a 10 anos, foram colocados 950 milhões de euros.",3.25,1,"['emitir', '950', 'milhão', 'euro', 'dívida', '10', 'ano', '350', 'milhão', 'maturidade', '2037']","['prazo', '10', 'ano', 'colocar', '950', 'milhão', 'euro']"
3657,1158,A falta de pagamento levou a que fosse aberta uma investigação aos bens do Estado com fim à penhora.,O advogado avança então para a penhora de bens do Estado.,2.75,0,"['faltar', 'pagamento', 'levar', 'aberto', 'investigação', 'bem', 'estar', 'fim', 'penhor']","['advogado', 'avançar', 'então', 'penhora', 'bem', 'estar']"
3658,1159,"Hoje na reunião, não avançámos rigorosamente nada.",Não avançámos rigorosamente nada.,4.0,1,"['hoje', 'reunião', 'avançá', 'rigorosamente', 'nada']","['avançár', 'rigorosamente', 'nada']"
3659,1160,"O Botswana é o segundo maior produtor de diamantes do mundo, depois da Rússia.",O maior diamante em mais de 100 anos foi desenterrado no Botswana.,3.0,0,"['botswano', 'segundo', 'grande', 'produtor', 'diamante', 'mundo', 'Rússia']","['grande', 'diamante', '100', 'ano', 'desenterrar', 'botswano']"
3660,1161,Atlético de Madrid e Benfica vão defrontar-se pela primeira vez em partidas oficiais.,Nico Gaitán foi uma das grandes figuras do Benfica no triunfo sobre o Atlético Madrid por 2-1.,2.5,0,"['atlético', 'Madrid', 'Benfica', 'ir', 'defrontarser', 'primeiro', 'vez', 'partida', 'oficial']","['nico', 'gaitánr', 'grande', 'figura', 'Benfica', 'triunfo', 'sobre', 'atlético', 'madrid', '21']"
3661,1162,"O Atlético de Madrid visita o Galatasaray nesta terça-feira, às 15h45.",O Atlético de Madrid e o Benfica jogam no dia 30 de setembro.,2.25,0,"['atlético', 'madrid', 'visitar', 'galatasaray', 'em este', 'terçafeira', '15h45']","['atlético', 'madrid', 'Benfica', 'jogar', 'dia', '30', 'setembro']"
3662,1163,"Esta equipa tem condições para sermos campeões da Europa, se mantivermos algumas coisas e melhorarmos outras.",Esta equipa tem condições objetivas para lutar pelo título.,4.0,1,"['equipa', 'condição', 'sermos', 'campeão', 'Europa', 'mantiverr', 'algum', 'coisa', 'melhorarmos', 'outro']","['equipa', 'condição', 'objetivo', 'lutar', 'título']"
3663,1164,"O vento soprará forte de forma persistente, até 100 quilómetros por hora, podendo atingir os 130 nas terras altas.",As rajadas de vento podem atingir os 130 quilómetros/hora.,3.25,1,"['vento', 'soprar', 'forte', 'forma', 'persistente', '100', 'quilómetro', 'hora', 'poder', 'atingir', '130', 'terra', 'alto']","['rajar', 'vento', 'poder', 'atingir', '130', 'quilómetroshora']"
3664,1165,"Há uma semana, o Twitter tinha nomeado um novo administrador executivo, Jack Dorsey.",O Twitter anunciou esta quarta-feira que tem um novo presidente.,2.75,0,"['semana', 'twitter', 'nomear', 'novo', 'administrador', 'Executivo', 'Jack', 'dorsey']","['twitter', 'anunciar', 'quartafeira', 'novo', 'presidente']"
3665,1166,"Voltou aos treinos, participou num concurso de dança, correu maratonas, tornou-se instrutor de fitness e a boa forma física levou-o para outros voos.",Tornou-se um instrutor de fitness e a boa forma física levou-o para outros voos.,4.0,1,"['voltar', 'treino', 'participar', 'concurso', 'dançar', 'correr', 'maratonas', 'tornouse', 'instrutor', 'fitness', 'bom', 'forma', 'físico', 'levouo', 'outro', 'voos']","['tornouse', 'instrutor', 'fitness', 'bom', 'forma', 'físico', 'levouo', 'outro', 'voos']"
3666,1167,"Os bilhetes podem ser comprados no site oficial dos ""leões"" ou através da aplicação ""Meu Sporting"".",Os bilhetes também podem ser adquiridos através do site oficial dos leões.,4.0,1,"['bilhete', 'poder', 'comprar', 'site', 'oficial', 'leão', 'através', 'aplicação', 'Sporting']","['bilhete', 'poder', 'adquirido', 'através', 'site', 'oficial', 'leão']"
3667,1168,"Jorge Jesus garante que amanhã, frente ao Lokomotiv Moscovo, vai lançar em campo ""os melhores"".",Jorge Jesus anteviu o duelo com o Lokomotiv de Moscovo de forma pragmática.,2.75,0,"['Jorge', 'jesus', 'garantir', 'amanhã', 'frente', 'Lokomotiv', 'Moscovo', 'ir', 'lançar', 'campo', 'bom']","['Jorge', 'jesus', 'antevir', 'duelo', 'Lokomotiv', 'Moscovo', 'forma', 'pragmático']"
3668,1169,"Investigadores da Universidade de Edimburgo fizeram um primeiro teste com 12 pessoas, seis tinham Parkinson e seis não.","No primeiro teste, recrutaram seis pessoas com Parkinson e seis que não tinham a doença.",3.75,1,"['investigador', 'universidade', 'edimburgo', 'fazer', 'primeiro', 'teste', '12', 'pessoa', 'seis', 'parkinson', 'seis']","['primeiro', 'teste', 'recrutar', 'seis', 'pessoa', 'parkinson', 'seis', 'doença']"
3669,1170,Adele confessou na mesma entrevista que ponderou não regressar aos palcos.,"Na mesma entrevista, Adele revelou que esteve perto de abandonar os palcos.",5.0,2,"['adele', 'confessar', 'mesmo', 'entrevista', 'ponderar', 'regressar', 'palco']","['mesmo', 'entrevista', 'adelir', 'revelar', 'perto', 'abandonar', 'palco']"
3670,1171,"Medhi Carcela marcou esta sexta-feira o seu primeiro golo com a camisola do Benfica, diante do Vianense, para a Taça de Portugal.",O Benfica defronta esta sexta-feira o Vianense no estádio Cidade de Barcelos.,2.75,0,"['medhi', 'carcela', 'marcar', 'sextafeira', 'primeiro', 'golo', 'camisola', 'Benfica', 'diante', 'vianense', 'taça', 'Portugal']","['Benfica', 'defrontar', 'sextafeira', 'vianense', 'estádio', 'cidade', 'barcelo']"
