,website,keywords,headlinePortuguese,headlineEnglish,sentimentScorePortuguese,sentimentScoreEnglish,sentimentMagnitudePortuguese,sentimentMagnitudeEnglish,isOnline,onlineStartDate,onlineEndDate,onlineTotalTimeMS
8126,UOL,['Bolsonaro'],"3ª parcela de R$ 600 só depende de sanção de Bolsonaro, diz Caixa","3rd installment of R $ 600 only depends on bolsonaro sanction, says Caixa",0.20000000298023224,-0.10000000149011612,0.20000000298023224,0.10000000149011612,False,2020-06-24 19:04:33.930000+00:00,2020-06-24 20:31:48.983000+00:00,5235053.0
8127,G1,['Bolsonaro'],AGU entregou ao STF 3 exames de Bolsonaro para coronavírus,AGU delivered to the Supreme Court 3 bolsonaro exams for coronavirus,0.20000000298023224,0.0,0.20000000298023224,0.0,False,2020-05-13 17:01:50.117000+00:00,2020-05-13 19:31:45.096000+00:00,8994979.0
8128,G1,"['Bolsonaro', 'Moro']",Veja falas de Bolsonaro na reunião em que Moro apontou interferência política na PF,See bolsonaro speeches at the meeting in which Moro pointed political interference in PF,0.0,-0.5,0.0,0.5,False,2020-05-15 01:32:13.619000+00:00,2020-05-15 03:31:52.087000+00:00,7178468.0
8129,Folha de SP,"['Mandetta', 'Teich']",Teich chama Mandetta de deselegante por críticas feitas à sua gestão,Teich calls Mandetta inelegant for criticism of his management,0.20000000298023224,-0.4000000059604645,0.20000000298023224,0.4000000059604645,False,2020-05-19 02:03:16.573000+00:00,2020-05-19 07:03:51.343000+00:00,18034770.0
8130,R7,['Bolsonaro'],Governo entrega ao Supremo resultado de exames de Bolsonaro,Government delivers to the Supreme bolsonaro exam results,0.30000001192092896,0.0,0.30000001192092896,0.0,False,2020-05-13 02:02:36.686000+00:00,2020-05-13 07:01:31.744000+00:00,17935058.0
8131,G1,['Bolsonaro'],"'Acabou, porra!': o que mais Bolsonaro disse sobre a operação de ontem","'It's over, damn it!': what else Bolsonaro said about yesterday's operation",-0.6000000238418579,-0.6000000238418579,0.6000000238418579,0.6000000238418579,False,2020-05-28 14:32:26.290000+00:00,2020-05-28 15:32:32.016000+00:00,3605726.0
8132,UOL,['Weintraub'],Aras quer fatiar inquérito e separar apuração sobre Weintraub,Aras wants to slice inquiry and separate investigation on Weintraub,0.0,-0.10000000149011612,0.0,0.10000000149011612,False,2020-06-05 00:04:40.027000+00:00,2020-06-05 05:02:44.364000+00:00,17884337.0
8133,O Antagonista,['Bolsonaro'],"À CNN americana, Doria diz que tem de combater o “vírus Bolsonaro”","To CNN American, Doria says he has to fight the ""Bolsonaro virus""",0.0,-0.30000001192092896,0.0,0.30000001192092896,False,2020-05-28 17:02:14.228000+00:00,2020-05-28 19:01:34.587000+00:00,7160359.0
8134,Folha de SP,['Guedes'],Toffoli vê Guedes ausente na crise,Toffoli sees Guedes absent in crisis,0.0,-0.5,0.0,0.5,False,2020-05-20 06:31:46.128000+00:00,2020-05-20 16:03:16.560000+00:00,34290432.0
8135,G1,['Bolsonaro'],STJ suspende decisões judiciais que determinavam entrega de exames de Bolsonaro,STJ suspends judicial decisions that determined delivery of bolsonaro exams,0.0,0.10000000149011612,0.0,0.10000000149011612,False,2020-05-09 13:31:15.211000+00:00,2020-05-09 14:03:38.073000+00:00,1942862.0
8136,UOL,['Bolsonaro'],"Tem de ter algum tipo de diálogo, diz Eduardo Bolsonaro sobre cargos do centrão","It has to have some kind of dialogue, says Eduardo Bolsonaro on positions of the center",0.0,-0.20000000298023224,0.0,0.20000000298023224,False,2020-06-01 14:31:53.587000+00:00,2020-06-01 17:31:56.989000+00:00,10803402.0
8137,R7,['Moro'],Supremo levanta sigilo do vídeo da reunião citada por Moro,Supreme raises secrecy of the video of the meeting cited by Moro,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,False,2020-05-10 04:04:12.514000+00:00,2020-05-10 05:31:44.714000+00:00,5252200.0
8138,UOL,['Salles'],Salles explica frase sobre 'boiada' e diz: 'Não cabia a mim falar sobre covid-19',Salles explains phrase about 'buoyed' and says: 'It wasn't up to me to talk about covid-19',-0.10000000149011612,-0.6000000238418579,0.10000000149011612,0.6000000238418579,False,2020-05-25 22:03:28.726000+00:00,2020-05-26 00:03:26.090000+00:00,7197364.0
8139,Folha de SP,['Tereza Cristina'],"Pandemia e aversão ao risco dificultaram queda de juros do Plano Safra, diz Tereza Cristina","Pandemic and risk aversion hampered the drop in interest rates of the Safra Plan, says Tereza Cristina",-0.10000000149011612,-0.5,0.10000000149011612,0.5,False,2020-06-19 12:05:07.433000+00:00,2020-06-19 13:01:26.469000+00:00,3379036.0
8140,Folha de SP,['Guedes'],"Guedes admite prorrogar auxílio emergencial por um ou dois meses, mas com valor de R$ 200","Guedes admits extending emergency aid for one or two months, but with a value of R $ 200",0.10000000149011612,0.0,0.10000000149011612,0.0,False,2020-05-20 16:32:06.848000+00:00,2020-05-20 19:01:40.980000+00:00,8974132.0
8141,UOL,['Bolsonaro'],'Namorou metade do condomínio': frase de Bolsonaro é machista?,'Dated half the condominium': Bolsonaro's phrase is sexist?,-0.30000001192092896,-0.30000001192092896,0.30000001192092896,0.30000001192092896,False,2020-05-07 01:02:19.685000+00:00,2020-05-07 18:31:58.020000+00:00,62978335.0
8142,UOL,['Bolsonaro'],Bolsonaro desautoriza AGU e diz que recorrerá de veto a Ramagem na PF,Bolsonaro disauthorizes AGU and says it will resort to veto the Ramagem in PF,0.0,-0.4000000059604645,0.0,0.4000000059604645,False,2020-04-29 22:31:20.986000+00:00,2020-04-30 10:02:40.197000+00:00,41479211.0
8143,UOL,['Bolsonaro'],Carta de demissão de secretário aponta prejuízo da ação de Bolsonaro na Saúde,Letter of resignation of secretary points to damage of bolsonaro action in Health,-0.5,-0.6000000238418579,0.5,0.6000000238418579,False,2020-05-27 13:32:46.011000+00:00,2020-05-28 11:05:25.680000+00:00,77559669.0
8144,UOL,"['Bolsonaro', 'Moro']","Falas de Bolsonaro em reunião foram evidenciadas em fatos posteriores, diz Moro","Bolsonaro talks in meeting were evidenced in later facts, says Moro",-0.10000000149011612,0.0,0.10000000149011612,0.0,False,2020-05-13 14:31:43.783000+00:00,2020-05-13 18:04:55.202000+00:00,12791419.0
8145,O Antagonista,['Bolsonaro'],Celso de Mello envia a Aras acusação contra Eduardo Bolsonaro,Celso de Mello sends aras indictment against Eduardo Bolsonaro,0.0,-0.6000000238418579,0.0,0.6000000238418579,False,2020-05-30 12:02:26.974000+00:00,2020-05-30 13:32:02.323000+00:00,5375349.0
8146,UOL,['Weintraub'],Sakamoto: Trocar Weintraub não fará diferença se guerra ideológica continuar,Sakamoto: Trading Weintraub won't make a difference if ideological war continues,-0.10000000149011612,-0.699999988079071,0.10000000149011612,0.699999988079071,False,2020-06-15 19:03:10.754000+00:00,2020-06-15 23:32:18.922000+00:00,16148168.0
8147,O Antagonista,['Bolsonaro'],Secretários de Segurança Pública também pedem a Bolsonaro recriação de ministério,Secretaries of Public Security also ask Bolsonaro re-creation of ministry,0.10000000149011612,0.0,0.10000000149011612,0.0,False,2020-06-10 17:31:48.553000+00:00,2020-06-10 19:03:33.580000+00:00,5505027.0
8148,UOL,['Bolsonaro'],Prisão deixa Bolsonaro mais dependente do Centrão,Prison leaves Bolsonaro more dependent on the Centrão,0.4000000059604645,-0.30000001192092896,0.4000000059604645,0.30000001192092896,False,2020-06-18 23:32:55.169000+00:00,2020-06-19 00:32:16.885000+00:00,3561716.0
8149,UOL,['Guedes'],Guedes planeja cortar encargos trabalhistas por até 2 anos com nova CPMF digital,Guedes plans to cut labor charges for up to 2 years with new digital CPMF,0.10000000149011612,-0.30000001192092896,0.10000000149011612,0.30000001192092896,False,2020-05-21 02:05:14.202000+00:00,2020-05-21 11:01:53.607000+00:00,32199405.0
8150,Folha de SP,['Bolsonaro'],Bolsonaro sabota médicos e usa Brasil como cobaia,Bolsonaro sabotages doctors and uses Brazil as guinea pig,0.0,-0.30000001192092896,0.0,0.30000001192092896,False,2020-05-21 13:31:35.894000+00:00,2020-05-21 18:03:09.481000+00:00,16293587.0
8151,O Antagonista,['Moro'],"Santos Cruz: “Moro representava o combate à corrupção, a perda dele é a perda dessa imagem também”","Santos Cruz: ""Moro represented the fight against corruption, the loss of it is the loss of this image too""",-0.30000001192092896,-0.30000001192092896,0.30000001192092896,0.30000001192092896,False,2020-05-21 23:03:14.010000+00:00,2020-05-22 09:32:14.350000+00:00,37740340.0
8152,O Antagonista,"['Bolsonaro', 'Moro']",Líder do Centrão sai em defesa de Bolsonaro e ataca Moro,Leader of Centrão comes out in defense of Bolsonaro and attacks Moro,0.0,-0.20000000298023224,0.0,0.20000000298023224,False,2020-05-23 12:03:26.518000+00:00,2020-05-23 15:31:56.507000+00:00,12509989.0
8153,Folha de SP,['Heleno'],"Nota de general Heleno revela desespero, diz ministro","Note from General Heleno reveals despair, says minister",0.10000000149011612,-0.5,0.10000000149011612,0.5,False,2020-05-22 20:32:24.788000+00:00,2020-05-23 08:02:23.976000+00:00,41399188.0
8154,G1,['Bolsonaro'],"Após reduzir boletim diário, governo Bolsonaro retira dados acumulados da Covid-19 do site","After reducing daily bulletin, Bolsonaro government removes accumulated data from Covid-19 site",0.0,-0.30000001192092896,0.0,0.30000001192092896,False,2020-06-07 08:02:01.496000+00:00,2020-06-07 11:03:23.901000+00:00,10882405.0
8155,R7,['Covas'],Bruno Covas prevê reabertura no dia 6 se índice de covid-19 não crescer,Bruno Covas predicts reopening on day 6 if covid-19 index does not grow,0.0,-0.5,0.0,0.5,True,2020-06-27 18:05:19.414000+00:00,,
8156,G1,['Bolsonaro'],"Em reunião, Bolsonaro vinculou preocupação com a família à troca na PF","In meeting, Bolsonaro linked concern with the family to the exchange in PF",0.30000001192092896,0.0,0.30000001192092896,0.0,False,2020-05-12 19:31:22.226000+00:00,2020-05-13 14:01:54.228000+00:00,66632002.0
8157,G1,['Weintraub'],Fachin vota por manter Weintraub como investigado no inquérito das fake news,Fachin votes to keep Weintraub as investigated in fake news survey,-0.10000000149011612,-0.4000000059604645,0.10000000149011612,0.4000000059604645,False,2020-06-12 15:03:19.032000+00:00,2020-06-12 19:31:18.196000+00:00,16079164.0
8158,G1,"['Guedes', 'Bolsonaro']","Auxílio emergencial: 3ª parcela será paga a partir de sábado, diz Guedes; Bolsonaro avalia mais 3","Emergency aid: 3rd installment will be paid from Saturday, guedes says; Bolsonaro evaluates 3 more",0.10000000149011612,0.0,0.10000000149011612,0.0,False,2020-06-25 23:33:09.448000+00:00,2020-06-26 11:32:53.917000+00:00,43184469.0
8159,O Antagonista,['Weintraub'],Indicados do Centrão à espera da queda de Weintraub,Centrão nominees awaiting the fall of Weintraub,0.0,0.30000001192092896,0.0,0.30000001192092896,False,2020-06-15 19:03:12.861000+00:00,2020-06-15 19:32:18.676000+00:00,1745815.0
8160,UOL,['Bolsonaro'],"CPFs morrem, e Bolsonaro serve café aos CNPJs","CPFs die, and Bolsonaro serves coffee to CNPJs",0.10000000149011612,-0.10000000149011612,0.10000000149011612,0.10000000149011612,False,2020-05-08 13:01:34.979000+00:00,2020-05-09 03:02:57.900000+00:00,50482921.0
8161,UOL,['Bolsonaro'],"Bolsonaro sobrevoa ato contra o STF, acena e anda a cavalo","Bolsonaro flies act against the Supreme Court, waves and rides a horse",0.0,-0.5,0.0,0.5,False,2020-05-31 17:03:12.621000+00:00,2020-05-31 22:01:22.312000+00:00,17889691.0
8162,O Antagonista,['Bolsonaro'],Decisão de recriar Ministério das Comunicações é boa para TVs religiosas que queriam ‘mais atenção’ de Bolsonaro,Decision to recreate Ministry of Communications is good for religious TVs who wanted 'more attention' bolsonaro,0.10000000149011612,0.0,0.10000000149011612,0.0,False,2020-06-11 21:32:06.974000+00:00,2020-06-11 22:03:23.779000+00:00,1876805.0
8163,Folha de SP,['Weintraub'],Último ato de Weintraub foi uma retumbante banana ao STF e ao Brasil,Weintraub's last act was a resounding banana to the Supreme Court and Brazil,0.0,-0.10000000149011612,0.0,0.10000000149011612,False,2020-06-23 12:31:58.386000+00:00,2020-06-23 13:31:39.463000+00:00,3581077.0
8164,G1,['Moro'],Moro deve falar na CPI das Fake News no Congresso,Moro should speak at the CPI of Fake News in Congress,0.0,-0.800000011920929,0.0,0.800000011920929,False,2020-04-27 20:30:45.018000+00:00,2020-04-30 12:01:30.407000+00:00,228645389.0
8165,O Antagonista,['Bolsonaro'],"“O protocolo deve ser mudado hoje”, diz Bolsonaro sobre cloroquina","""The protocol must be changed today,"" Bolsonaro says of chloroquine",0.0,-0.20000000298023224,0.0,0.20000000298023224,False,2020-05-15 14:01:08.487000+00:00,2020-05-15 15:31:36.218000+00:00,5427731.0
8166,O Antagonista,['Bolsonaro'],Bolsonaro promete recriar Segurança Pública até o final de 2020,Bolsonaro promises to recreate Public Safety by the end of 2020,0.10000000149011612,0.0,0.10000000149011612,0.0,False,2020-06-04 22:02:40.662000+00:00,2020-06-05 00:04:42.968000+00:00,7322306.0
8167,Folha de SP,['Hasselmann'],Joice Hasselmann contrai Covid e diz que não é só gripezinha,Joice Hasselmann hires Covid and says it's not just little flu,0.0,-0.30000001192092896,0.0,0.30000001192092896,False,2020-06-17 23:32:14.032000+00:00,2020-06-18 06:01:35.128000+00:00,23361096.0
8168,O Antagonista,['Bolsonaro'],Bolsonaro veta proibição de despejo de inquilino durante pandemia,Bolsonaro vetoes ban on eviction of tenant during pandemic,0.20000000298023224,-0.20000000298023224,0.20000000298023224,0.20000000298023224,False,2020-06-11 19:31:39.767000+00:00,2020-06-11 22:03:24.220000+00:00,9104453.0
8169,UOL,['Bolsonaro'],Bolsonaro revela não ler tudo que assina: 'Tem decreto com 20 páginas',Bolsonaro reveals not to read everything that signs: 'It has decree with 20 pages',-0.10000000149011612,-0.5,0.10000000149011612,0.5,False,2020-04-28 22:01:17.682000+00:00,2020-04-29 01:31:51.718000+00:00,12634036.0
8170,UOL,['Bolsonaro'],Josias: Bolsonaro coloca em xeque independência de Aras,Josiah: Bolsonaro puts in check independence of Aras,0.10000000149011612,-0.10000000149011612,0.10000000149011612,0.10000000149011612,False,2020-05-26 09:03:13.331000+00:00,2020-05-26 11:31:48.280000+00:00,8914949.0
8171,UOL,['Teich'],Teich recusa convite para conselheiro na Saúde e alega 'coerência',Teich refuses invitation to health counseland claims 'coherence',0.20000000298023224,-0.800000011920929,0.20000000298023224,0.800000011920929,False,2020-05-23 20:03:56.546000+00:00,2020-05-23 22:32:20.204000+00:00,8903658.0
8172,UOL,['Bolsonaro'],Josias: Depoimento blinda investigações contra Bolsonaro,Josiah: Testimony shields investigations against Bolsonaro,0.10000000149011612,0.0,0.10000000149011612,0.0,False,2020-05-03 13:03:31.998000+00:00,2020-05-03 14:02:49.312000+00:00,3557314.0
8173,G1,['Bolsonaro'],CAMAROTTI: Ministros relatam citação explícita de Bolsonaro à Polícia Federal,CAMAROTTI: Ministers report explicit citation of Bolsonaro to the Federal Police,0.0,0.0,0.0,0.0,False,2020-05-13 17:01:49.419000+00:00,2020-05-13 17:32:10.627000+00:00,1821208.0
8174,UOL,"['Bolsonaro', 'Moro']","'Bolsonaro vai cair se o senhor sair', disse Carla Zambelli a Moro antes de saída, diz TV","'Bolsonaro will fall if you leave,' Carla Zambelli told Moro before leaving, says TV",0.0,-0.30000001192092896,0.0,0.30000001192092896,False,2020-05-14 21:31:24.802000+00:00,2020-05-14 23:03:19.203000+00:00,5514401.0
8175,O Antagonista,['Bolsonaro'],"“Não podemos ser um país de iguais na pobreza”, diz Bolsonaro","""We can't be a country of equals in poverty,"" bolsonaro says",-0.20000000298023224,-0.5,0.20000000298023224,0.5,False,2020-05-14 22:01:41.375000+00:00,2020-05-15 00:03:24.410000+00:00,7303035.0
8176,G1,['Bolsonaro'],Queiroz foi preso em casa de advogado da família Bolsonaro,Queiroz was arrested in the home of lawyer bolsonaro family,0.20000000298023224,-0.6000000238418579,0.20000000298023224,0.6000000238418579,False,2020-06-18 20:03:31.971000+00:00,2020-06-18 20:31:57.831000+00:00,1705860.0
8177,R7,['Bolsonaro'],JR 3ª Edição: Ministro do STF divulga vídeo de reunião com suposta interferência de Bolsonaro na PF,JR 3rd Edition: Minister of the Supreme Court releases video of meeting with alleged interference bolsonaro in PF,0.0,-0.4000000059604645,0.0,0.4000000059604645,False,2020-05-22 21:03:18.101000+00:00,2020-05-22 21:32:39.026000+00:00,1760925.0
8178,UOL,['Bolsonaro'],Bolsonaro fala em tomar 'medidas legais' após ação da PF contra aliados,Bolsonaro talks about taking 'legal measures' after pf action against allies,0.0,-0.30000001192092896,0.0,0.30000001192092896,False,2020-06-17 02:02:24.601000+00:00,2020-06-17 13:32:34.479000+00:00,41409878.0
8179,O Antagonista,['Weintraub'],Cármen Lúcia contra Weintraub,Carmen Lucia vs. Weintraub,0.20000000298023224,0.0,0.20000000298023224,0.0,False,2020-06-15 18:31:48.332000+00:00,2020-06-15 19:32:19.044000+00:00,3630712.0
8180,Folha de SP,['Bolsonaro'],"Maioria dos brasileiros considera Bolsonaro pouco inteligente, aponta Datafolha","Majority of Brazilians consider Bolsonaro not smart, datafolha points out",-0.4000000059604645,-0.699999988079071,0.4000000059604645,0.699999988079071,False,2020-06-26 15:32:24.376000+00:00,2020-06-27 04:02:12.577000+00:00,44988201.0
8181,UOL,['Bolsonaro'],Bolsonaro indica que vai a manifestação neste domingo,Bolsonaro indicates that will the demonstration this Sunday,0.20000000298023224,0.0,0.20000000298023224,0.0,False,2020-05-17 09:04:29.305000+00:00,2020-05-17 14:02:02.092000+00:00,17852787.0
